标题,原价,销量,店名,id,卖点,颜色,评论
vivo iQOO 15 12GB+256GB凌云 第五代骁龙8至尊版 2K 三星珠峰屏 国家补贴 iqoo15游戏电竞手机,4199.00,,iQOO京东自营旗舰店,100283677974,"['轻奢风格', '2K三星珠峰屏', '自研芯片Q3', '5代骁龙8至尊']",凌云,10万+
vivo iQOO Z11 Turbo 12+256GB,2499.00,,iQOO京东自营旗舰店,100234402267,"['光晕粉外观', '骁龙8Gen5', '自研电竞芯片Q', '快充技术']",光晕粉,5万+
华为智选 70 Plus  华为智选手机 5G手机 防水 防摔 NFC  五星超抗摔 7000mAh超耐用长续航  双扬大音量  幻夜黑8+256GB-70 Plus,1335.00,100+,亿冠手机专营店,10210262481491,"['大音量', '长续航', '400+手机达人加购']",幻夜黑8+256GB-70 Plus,100+
华为手机华为 新品70X 活力新机2025上市 一键北斗 大电池长续航 纯血鸿蒙 五星抗跌耐摔 补贴 Mate 冰晶蓝【512GB】 官方标配+三年延保+蓝牙耳机,2451.00,1000+,乾诚手机专营店,10209339017584,"['五星抗跌耐摔', '巨鲸长续航', '新品鸿蒙手机', '大电池续航', '防水防尘设计', '时尚机身', '鸿蒙系统流畅', '北斗一键定位']",冰晶蓝【512GB】,1000+
华为智选新品5G手机 70plus 鸿蒙生态24期免息 智能红外线 40W巨鲸续航 抗摔防水耐用 选mate补贴80 雪域白【8+256GB】 官方标配【赠季度碎屏险+延保+蓝牙耳机】,1816.00,200+,乾诚手机专营店,10210918743825,"['新品5G手机', '鸿蒙生态', '智能红外遥控', '大内存储', '大气外观', '时尚摄像', '抗摔防水', '红外线遥控', '巨鲸续航', '快速充电']",雪域白【8+256GB】,100+
华为5G智选手机 80pro新机2025上市 24期免息 6100mAh大电池 红外遥控 昆仑玻璃 华为补贴手机mate80 星海蓝 24GB(12+12)+512GB 礼包套装 | 365天只换不修,3199.00,,唯绅手机专营店,10208656492499,"['昆仑玻璃', '巨鲸续航', '红外遥控', '大电池续航', '超清摄像头', '简约设计', '昆仑玻璃屏', '防尘防水']",星海蓝 24GB(12+12)+512GB,15
华为nova 12 Pro 512GB 曜金黑#4K超广角镜头前置6000万人像追焦双摄 100W快充手机【赠流量卡】,2499.00,2000+,中国电信京东自营旗舰店,100160994040,"['出色影像', '1万+手机达人加购']",曜金黑,2000+
华为 nova 14  512GB 冰晶蓝 后置多焦段质感人像 鸿蒙AI 100W超级快充 华为手机【赠话费券】国家补贴,2299.00,8万+,京东手机自营旗舰店,100229686894,"['北斗卫星图片消息', '多焦段人像三摄', '高清大屏', '长续航电池']",冰晶蓝,5000+
华为（HUAWEI）Mate60 华为 mate60pro 国行正品激活 Mate60 雅丹黑 12+256GB,2709.00,1000+,华鸿手机拼购店,10188894758268,"['WQHD+', '流畅体验', '高清屏幕']",Mate60 雅丹黑,500+
华为手机5G新品 华为新机2026上市 畅享80 plus Hi智选系列 24期免息 红外遥控 玄甲架构补贴80Pro 幻夜黑【12+512】热销 官方标配【365天只换不修+碎屏险+运费险】,2059.00,,迪旺手机专营店,10211389300857,"['新品5G手机', '智能红外遥控', '双五星玄甲架构']",幻夜黑【12+512】热销,2
华为（HUAWEI）手机2026新品上市 24期可选wikox70 大屏AI 10倍耐摔北斗通信6100mAh大电池 5G手机 补贴Mate70pro 【12GB+256GB】曜金黑【晒单礼品13选2】 12期免息【180天只换不修+碎屏险】,2819.00,200+,泽盛手机专营店,10209752805166,,【12GB+256GB】曜金黑【晒单礼品13选2】,200+
vivo Y300t手机12GB+512GB,1699.00,9万+,vivo京东自营旗舰店,100154164105,"['天玑7300', 'FHD+屏幕', '6500mAh', '军标测试']",海蓝,5万+
华为Mate80pro版本选购24期【免息】70X 活力 2026新机上市手机华为一键北斗大电池长续航五星抗摔补贴 【曜金黑 512GB】 24期免息【180天只换不修+三年质保+碎屏险】,2868.00,200+,越尔庆手机专营店,10205593844865,"['内存充足', '曲面屏幕', '防水防尘', '五星抗摔', '北斗导航', '大电池续航']",【曜金黑 512GB】,200+
华为手机5G新品 畅享80 Pro【国家补贴】24期免息手机华为昆仑玻璃十倍耐摔OLED护眼屏 补贴mate80 24GB(12+12)+256GB 星空黑 12期白条免息【运费险+碎屏险+两年延保】,2616.47,3000+,福购手机专营店,10189949499004,"['26-49W快充', '十倍耐摔', 'OLED护眼', '华为巨鲸续航']",24GB(12+12)+256GB 星空黑,2000+
一加 13 16GB+512GB 蓝调时刻 oppo 国家补贴 高通骁龙®8至尊版 6000mAh 冰川电池 智能AI游戏5G手机 京东自营,4199.00,30万+,一加手机京东自营旗舰店,100123790095,"['100万+人浏览', '2K高刷护眼屏', '3万+人已买']",蓝调时刻,20万+
vivo S50 16GB+256GB 灵感紫 主摄级长焦Live 高通第三代骁龙8s 湿手秒开超声波指纹2.0 AI拍照手机,3198.00,,vivo通讯京东自营专区,100227012453,"['第三代骁龙8s', '长焦Live', '超声波指纹', 'OLED直屏']",灵感紫,1万+
华为 nova 15 512GB 幻夜黑,2799.00,2000+,,100310741566,"['12GB内存', '麒麟8020芯片', '高频调光', '6.6英寸屏']",幻夜黑,2000+
荣耀GT 荣耀幻影引擎 第三代骁龙8 荣耀AI绿洲护眼电竞屏 12+256 冰晶白 5G AI 新款游戏手机 国家补贴,1799.00,40万+,荣耀京东自营旗舰店,100162425472,"['荣耀幻影引擎', 'OLED直屏', 'FHD+显示', 'IP65防护']",冰晶白,20万+
华为畅享 70X活力版 256GB 曜金黑 华为巨鲸超能长续航 双五星超耐摔 华为手机【赠话费券】国家补贴 京东自营,1349.00,8万+,京东手机自营旗舰店,100210604060,,曜金黑,2万+
Apple/苹果 iPhone 17 Pro Max 256GB 星宇橙色 支持移动联通电信5G 双卡双待手机,9999.00,,Apple产品京东自营旗舰店,100278221408,"['8倍变焦', 'VC 均热板', 'A19 Pro']",星宇橙色,200万+
华为（HUAWEI）nova 15 手机【国家补贴15%+晒单送华为蓝牙耳机】 幻夜黑 512GB,2999.00,200+,京华手机旗舰店,10208075893704,"['100W快充', '轻薄设计', '麒麟8020芯片', '5000万像素']",幻夜黑,100+
华为Mate 80 12GB+512GB,5199.00,,华为京东自营旗舰店,100224133333,"['LTPO屏幕', '全焦段拍摄', '第二代红枫影像', '鸿蒙AI']",晨曦金,10万+
华为Mate 70 Pro 重磅新品上市,2225.00,1000+,良纽手机专营店,10193265006857,"['只换不修', '2万+人加购', '安全守护', '300+人收藏']",晴空蓝8GB+256GB,1000+
华为（HUAWEI）Mate60 正品智能手机旗舰鸿蒙智能AI手机男女正品国行pro补贴 Mate60【白沙银】 12GB+256GB 赠运费险|详情咨询客服,3098.00,2000+,速捷手机经营部,10191251968857,"['近3千人加购', '近2万人浏览', '累计好评5百+', 'OLED直屏', '三防标准']",Mate60【白沙银】,1000+
华为（HUAWEI）手机Mate70 pro 24期免息可选 400 2025新品上市 2亿超清写真人像 7200mAh大电池 学生 拍照5G手机 流沙粉【16GB+512GB】【荣耀400】 蓝牙套,3199.00,300+,越尔庆手机专营店,10205709579487,"['大电池续航', '5000万像素', '超清写真', 'OLED直屏', 'NFC功能', '轻薄设计', 'IP68防护']",流沙粉【16GB+512GB】【荣耀400】,200+
华为手机2026热销 华为5G智选新品80 Pro 24期免息 昆仑玻璃 6100mAh大电池 OLED护眼屏补贴华为mate80 星海蓝【24G(12+12)+256GB】 豪礼套装版【季度碎屏险+,2368.23,700+,德凯英顿手机专营店,10209823072249,"['昆仑玻璃耐摔', '柔光护眼屏', '智能红外遥控', '大电池续航', 'OLED护眼', '轻薄机身', '简约设计', '红外遥控', '昆仑玻璃']",星海蓝【24G(12+12)+256GB】,200+
华为2026热销 5G新品 智选80 Pro手机红外遥控AI智慧助手昆仑玻璃+玄甲机身华为鸿蒙生态国家补贴 mate 星空黑  12GB+512GB 蓝牙套装版丨送3年保修+180天只换不修+碎屏保,2499.00,500+,京臻手机专营店,10193708584999,"['国家补贴', '鸿蒙AI智慧助手', '5G新款手机']",星空黑  12GB+512GB,200+
华为手机新品【国家补贴】70X 畅享活力版 巨鲸超能长续航鸿蒙双五星超耐摔鸿蒙手机mate全国联保1年 曜金黑【赠180只换不修+90天碎屏险+运费险】 8G+512GB 全网通 12期免息+蓝牙耳机,2399.00,800+,优选手机通讯专营店,10210169031788,"['简约风格', '防水防尘', '超能续航', 'IP64三防', 'OLED曲面']",曜金黑【赠180只换不修+90天碎屏险+运费险】,500+
华为手机华为 2025新机上市 70X 官方正品6100mAh巨鲸长续航地震预警北斗卫星通信超级NFC 补贴mate 雪域白【512GB】 官方标配【赠季度碎屏险+延保+蓝牙耳机】,2569.00,200+,乾诚手机专营店,10210359726923,"['巨鲸续航', '快充体验', '高像素摄', '曲面屏幕']",雪域白【512GB】,200+
华为（HUAWEI）手机华为Pura80pro 24期免息可选 2026新机Power 8000mAh电池 power2 自研C1+通讯芯片 十面抗摔 沙漠金 8GB+256GB 官方标配【180天只,2999.00,200+,麒源手机专营店,10210836207359,"['8000mAh', '青海湖电池', '十面抗摔', '大电池续航', '曲面屏幕', '高频调光', 'NFC功能全', '自研通讯芯', '抗摔十面体']",沙漠金 8GB+256GB,200+
vivo iQOO 15 12GB+256GB凌云 第五代骁龙8至尊版 2K 三星珠峰屏 国家补贴 iqoo15游戏电竞手机,4199.00,,iQOO京东自营旗舰店,100283677974,,凌云,10万+
华为5G智选手机 80pro新机2025上市 24期免息 6100mAh大电池 红外遥控 昆仑玻璃 华为补贴手机mate80 晨光白 20GB(8+12)+256GB 24期白条| 365天只换不修+,3399.00,,唯绅手机专营店,10208656492480,"['昆仑玻璃', '红外遥控', '巨鲸续航']",晨光白 20GB(8+12)+256GB,15
华为（HUAWEI）Mate60 华为 mate60pro 国行正品激活 Mate60  Pro雅丹黑 12+512GB,3199.00,1000+,华鸿手机拼购店,10188894758257,"['高像素摄像', '大屏显示', '流畅运行', '大内存储', '时尚外观', '雅丹黑色']",Mate60  Pro雅丹黑,500+
华为（HUAWEI）手机华为Pura80pro 24期免息可选 2025新机Power 8000mAh电池 自研C1+通讯芯片 十面抗摔 沙漠金 8GB+256GB【荣耀power】 官方标配【180,2469.00,500+,星际浩云手机专营店,10198363070778,"['8000mAh', '青海湖电池', 'FHD+显示', '沙漠金外观', '抗摔十面体', '三防标准', '十面抗摔', '大电池续航']",沙漠金 8GB+256GB【荣耀power】,200+
华为Mate80 Pro 旗舰新品 重磅上市,2459.00,100+,良纽手机专营店,10210085804955,"['旗舰', '400+手机达人浏览', '只换不修']",珍珠白12+256GB,100+
vivo iQOO Z11 Turbo 12+256GB,2499.00,,iQOO京东自营旗舰店,100234402221,"['2亿大底超级主摄', '80-119W快充', '自研电竞芯片', 'IP69三防']",沧浪浮光,5万+
华为（HUAWEI）华为手机Mate70pro 24期免息可选 2025新机X60 pro十面抗摔防水 6600mAh 大电池一亿像素 AI影像 玄武灰【12GB+512GB】荣耀x60pro 12期,2999.00,300+,理妙实手机专营店,10206834951415,"['AI影像5G手机', '大电池一亿像素', '十面抗摔防水']",玄武灰【12GB+512GB】荣耀x60pro,200+
小米 REDMI K80 国家补贴 第三代骁龙 8 6550mAh大电池 澎湃OS 雪岩白 12GB+256GB 红米5G手机,1999.00,100万+,小米京东自营旗舰店,100157830512,"['澎湃性能', '大电池续航', '高像素拍摄', '已售50w+']",雪岩白,100万+
HAIUWEI补贴30%手机1024GB大内存7800mAh快充大电池电竞拍照防水新机 月影白 16GB+1024GB 官方标配,1468.00,5000+,享科经营部,10153999144989,,月影白,2000+
小米（MI）REDMI Turbo 4 Pro 第四代骁龙8s 7550mAh长续航 16GB+1TB 黑色 小米红米5G手机,2999.00,100万+,小米京东自营旗舰店,100201589726,"['AI大模型', '轻薄机身', '高频PWM', '红外遥控']",黑色,50万+
华为（HUAWEI）Mate60 华为 mate60pro 国行正品激活 Mate60  Pro雅川青 12+512GB,3199.00,1000+,华鸿手机拼购店,10188894758251,"['OLED直屏', '青色时尚', '高像素摄像', '流畅运行']",Mate60  Pro雅川青,500+
华为手机智选80pro新品5G旗舰 红外遥控 昆仑玻璃 海量双存 鸿蒙守护五星级防水抗摔巨量电池+极速快充 星海蓝12+512GB 蓝牙耳机套装版|180天只换不修+3年保修+碎屏险,3031.00,7000+,京贸手机专营店,10199103516108,"['鸿蒙安全守护', '海量内存大电池', '新品5G旗舰', '鸿蒙守护', '海量双存', '高速快充', '红外遥控', '昆仑玻璃']",星海蓝12+512GB,5000+
vivo X300 12GB+256GB 自在蓝 蔡司2亿超级主摄 蔡司APO超级长焦 5年持久流畅OriginOS 6 拍照 AI手机,4249.00,,vivo京东自营旗舰店,100278983596,"['近7日热销商品', '20万+人加购', '近30日热销商品']",自在蓝,10万+
小米 Turbo 4 Pro 16+1T,2999.00,100万+,小米京东自营旗舰店,100251079998,"['简约风设计', '5000万像素', 'OLED直屏', '7550mAh电池']",粉金色,50万+
小米（MI）REDMI Turbo 5 Max 天玑9500s 9000mAh大电池 1.5K阳光屏 16+512 暗影黑 小米红米5G手机,2799.00,,小米京东自营旗舰店,100317402376,"['暗影黑色', '1.5K阳光屏', '天玑9500s', '大电池续航']",暗影黑,10万+
华为5G智选手机华为80pro【国家补贴】2025新机上市 24期免息 6100mAh续航 十倍耐摔 补贴华为mate80 24GB(12+12)+512GB星海蓝 24期白条【赠1年延保+季度碎屏险,2886.00,300+,迪旺手机专营店,10211027867258,"['OLED 护眼屏', '昆仑玻璃十倍耐摔', '大电池长续航', '大容量电池', '大气外观', '时尚设计', '红外遥控', '十倍耐摔', '超长续航']",24GB(12+12)+512GB星海蓝,34
华为2026热销 5G新品 智选80 Pro手机红外遥控AI智慧助手昆仑玻璃+玄甲机身华为鸿蒙生态国家补贴 mate 星空黑  12GB+512GB 蓝牙套装版丨送3年保修+180天只换不修+碎屏保,2499.00,500+,京臻手机专营店,10193708584999,"['国家补贴', '鸿蒙AI智慧助手', '5G新款手机']",星空黑  12GB+512GB,200+
华为nova14 12+256 羽砂黑,2049.00,8万+,京东手机自营旗舰店,100176903645,"['全焦段影像', '北斗卫星图片消息', '鸿蒙AI', '多焦段人像三摄']",羽砂黑,1万+
vivo iQOO Z11 Turbo 12GB+512GB 极夜黑骁龙8Gen5 自研电竞芯片Q2 2亿大底超级主摄 学生游戏手机,2999.00,,iQOO京东自营旗舰店,100234402249,"['高清主摄', '骁龙8Gen5', '高速性能', '自研电竞芯片']",极夜黑,5万+
华为手机华为 2025新机上市 70X 官方正品6100mAh巨鲸长续航地震预警北斗卫星通信超级NFC 补贴mate 曜金黑【512GB】 官方标配【赠季度碎屏险+延保+蓝牙耳机】,2569.00,200+,乾诚手机专营店,10210359726920,"['巨鲸续航', 'FHD+屏', '地震预警', '北斗通信']",曜金黑【512GB】,200+
vivo iQOO 15 12GB+256GB凌云 第五代骁龙8至尊版 2K 三星珠峰屏 国家补贴 iqoo15游戏电竞手机,4199.00,,iQOO京东自营旗舰店,100283677974,,凌云,10万+
【16G+256G】华为mate70pro,1389.00,1000+,德凯英顿手机专营店,10203500003475,"['时尚外观', '巨鲸续航', '鸿蒙生态', '耐摔防水']",曜石黑12GB(6+6)+128GB,1000+
华为（HUAWEI）手机华为Pura80pro 24期免息可选 2026新机Power 8000mAh电池 power2 自研C1+通讯芯片 十面抗摔 沙漠金 12GB+256GB 官方标配【180天,3168.00,200+,麒源手机专营店,10210836207368,"['8000mAh', '十面抗摔', '青海湖电池', '大电池续航', '骁龙7处理器', '沙漠金外观', '高频PWM', '抗摔十面体']",沙漠金 12GB+256GB,200+
华为 nova 15 256GB 好搭紫 麒麟8020芯片 多焦段红枫影像 鸿蒙AI 臻彩OLED直屏华为手机【赠话费券】,2499.00,1万+,京东手机自营旗舰店,100310638814,"['AI影像', '大屏显示', '麒麟8020芯片', '轻薄设计']",好搭紫,500+
华为畅享 70X 尊享版 256GB 曜金黑 6100mAh华为巨鲸长续航 麒麟8000芯片华为手机【赠话费券】 京东自营,1699.00,1万+,京东手机自营旗舰店,100226583809,"['9千+店铺粉丝浏览', '2万+手机达人加购']",曜金黑,2万+
华为5G智选手机华为80pro【国家补贴】2025新机上市 24期免息 6100mAh续航 十倍耐摔 补贴华为mate80 24GB(12+12)+256GB晨光白 耳机套装版【赠1年延保+季度碎屏险,2180.00,300+,迪旺手机专营店,10211027867253,"['OLED 护眼屏', '昆仑玻璃十倍耐摔', '大电池长续航']",24GB(12+12)+256GB晨光白,34
华为（HUAWEI）手机华为Pura80pro 24期免息可选 2026新机Power 8000mAh电池 power2 自研C1+通讯芯片 十面抗摔 沙漠金 12GB+512GB 官方标配【180天,3548.00,200+,麒源手机专营店,10210836207377,"['十面抗摔', '青海湖电池', '8000mAh', '大电池续航', '智能芯片', 'NFC功能', '精准通讯', '抗摔设计']",沙漠金 12GB+512GB,200+
华为 nova 15 512GB 幻夜黑,2769.00,1000+,运营商京东自营专区,100310741546,"['OLED直屏', '高频PWM', '多焦段红枫影像', '麒麟8020芯片']",幻夜黑,1000+
华为手机2025新机上市 鸿蒙智选5G手机80 Pro 大电池长续航 昆仑玻璃护眼 防水防尘 抗跌耐摔补贴Ma te 星空黑 12GB+512GB 24期免息【180天只换不修+三年质保+碎屏险】,2298.00,300+,泓朗手机通讯专营店,10172234762050,,星空黑 12GB+512GB,200+
华为 nova 14 Ultra  512GB 曜金黑 全焦段红枫质感人像 天通北斗双卫星通信 华为手机鸿蒙系统,2949.00,,华为京东自营旗舰店,100224796944,"['鸿蒙AI', '大底主摄', '全焦段拍摄', '双卫星通信']",曜金黑,5万+
华为畅享70X 尊享版512GB 星海蓝,1889.00,1万+,京东手机自营旗舰店,100302372810,"['麒麟芯片', '高清摄影', '双曲护眼屏', '巨鲸长续航']",星海蓝,2万+
vivo iQOO Z10 Turbo+ 12GB+256GB 极地灰 天玑9400+旗舰芯  8000mAh超薄蓝海电池 国家补贴 电竞手机,2299.00,,iQOO京东自营旗舰店,100193879479,"['轻奢风格', '旗舰芯片', '自研芯片Q2', '高像素摄像头']",极地灰,20万+
HUAWV官方正品 P70Pro手机2026新款上市16+1T内存7900大电池长续航5G全网通学生老人性价比千元机快充 冰晶蓝 豪华版：16+1024G 【全新未拆封+送豪华礼品+质保三年】,2399.00,400+,熊猫专营店,10175310932429,"['100+手机达人已买', '全新原装未拆封']",冰晶蓝,200+
【国家补贴】荣耀GT 5G游戏手机,1799.00,40万+,荣耀京东自营旗舰店,100162425356,"['绿洲护眼电竞屏', '第三代骁龙8', 'IP65防护', '超强续航']",幻影黑,10万+
vivoX300 Pro 16GB+1TB 天玑9500 新品电竞手机12期 免息 店内补贴选购 玄武黑 12GB+512GB,2149.82,,惊奇科技小店,10211325322018,,玄武黑,9
一加 Ace 6T 16GB+1TB 闪速黑 oppo 第五代骁龙 8 165Hz 超高刷电竞屏 学生游戏拍照手机 国家补贴,3899.00,,一加手机京东自营旗舰店,100298246556,"['第五代骁龙8', '超高刷电竞屏', '冰川电池', '高像素摄像']",闪速黑,10万+
【官方智选】超大巨屏5G手机全网通90HZ高刷2K高清大屏一体金属机身八核畅玩游戏办公学习娱乐备用机,599.00,2000+,飞利浦网络产品旗舰店,10165420719191,"['补贴20%', '90HZ高刷', '500+人已买', '8.68超大屏']",深空灰,1000+
华为手机华为 新品 Nova14 鸿蒙活力系列 前后双5000万超清影像 鸿蒙安全 66W超级快充  补贴14pro 12+256GB 羽纱黑 官方标配【赠季度碎屏险+延保+蓝牙耳机】,2432.00,200+,京晟鑫手机专营店,10209011595489,"['100W快充', '光学防抖', '新品鸿蒙旗舰', '超清影像']",12+256GB 羽纱黑,100+
华为 nova 15 256GB 零度白 麒麟8020芯片 多焦段红枫影像 鸿蒙AI 臻彩OLED直屏鸿蒙手机【京东快递】,2599.00,4000+,京东手机直营旗舰店,100232845605,"['麒麟8020芯', 'FHD+显示', '防水防尘', 'OLED直屏']",零度白,2000+
华为畅享 70X活力版  256GB 曜金黑 华为巨鲸超能长续航鸿蒙安全双五星超耐摔华为鸿蒙手机,1349.00,,华为京东自营旗舰店,100205122338,"['FHD+屏幕', '鸿蒙系统', '超能长续航', '双五星超耐摔']",曜金黑,10万+
华为智选 X70 华为智选手机 新品5G 十面抗摔防水 80W无线快充 NFC  OLED护眼屏 8300mAh电池 AI防抖拍照  12GB+512GB-朱砂红,2177.00,100+,凡欧手机专营店,10203538560976,"['2千+人浏览', '400+手机达人加购', '600+人加购']",12GB+512GB-朱砂红,100+
小米（MI）REDMI Turbo 5 Max 天玑9500s 9000mAh大电池 1.5K阳光屏 12+512 祥云白 小米红米5G手机,2499.00,,小米京东自营旗舰店,100317402436,"['OLED直屏', '1.5K阳光屏', '12GB内存', '三防标准']",祥云白,10万+
华为 nova 15 Pro 256GB幻夜黑,3349.00,,华为京东自营旗舰店,100232754967,"['LTPO屏幕', '超薄机身', '前后红枫影像', '麒麟9系芯片']",幻夜黑,2万+
小米（MI）REDMI K90 6.59英寸手机红米k90 骁龙8至尊版 2.5X长焦 7100mAh大电池 Bose联合调音 IP68防尘防水 白色 12GB+256GB,2599.00,1万+,小米手机官方旗舰店,10190208183279,"['商务风格', '长焦拍摄', '大电池续航', '100W快充']",白色,1万+
华为手机2025新机上市 鸿蒙智选5G手机80 Pro 大电池长续航 昆仑玻璃护眼 防水防尘 抗跌耐摔补贴Ma te 星空黑 12GB+512GB 24期免息【180天只换不修+三年质保+碎屏险】,2298.00,300+,泓朗手机通讯专营店,10172234762050,,星空黑 12GB+512GB,200+
华为5G智选手机华为80pro【国家补贴】2025新机上市 24期免息 6100mAh续航 十倍耐摔 补贴华为mate80 24GB(12+12)+512GB星空黑 12期白条【赠1年延保+季度碎屏险,2652.00,300+,迪旺手机专营店,10211027867260,"['OLED 护眼屏', '昆仑玻璃十倍耐摔', '大电池长续航']",24GB(12+12)+512GB星空黑,34
华为智选新品5G手机 70plus 鸿蒙生态24期免息 智能红外线 40W巨鲸续航 抗摔防水耐用 选mate补贴80 雪域白【12+256GB】 12期|免息【赠季度碎屏险+延保+蓝牙耳机】,2199.00,200+,乾诚手机专营店,10210918743835,"['智能红外遥控', '新品5G手机', '鸿蒙生态', '大容量存储']",雪域白【12+256GB】,100+
华为手机5G新品 畅享80 Pro【国家补贴】24期免息手机华为昆仑玻璃十倍耐摔OLED护眼屏 补贴mate80 24GB(12+12)+256GB 晨光白 24期白条免息【运费险+碎屏险+两年延保】,2851.77,3000+,福购手机专营店,10189949499011,"['华为新机上市', '昆仑抗摔玻璃', '华为巨鲸续航']",24GB(12+12)+256GB 晨光白,2000+
HUAWEI Pura 80 丝绒直屏 红枫原色影像 全新鸿蒙AI 华为智能手机 丝绒黑 12GB+256GB,4299.00,,华为官方旗舰店,10164941667136,"['全新鸿蒙AI', '100+店铺会员已买', '丝绒直屏']",丝绒黑,2000+
vivo iQOO Z11 Turbo 16GB+256GB 极夜黑骁龙8Gen5 自研电竞芯片Q2 2亿大底超级主摄 学生游戏手机,2799.00,,iQOO京东自营旗舰店,100312801472,"['16GB内存', '电竞芯片', 'OLED直屏', '轻奢设计']",极夜黑,5万+
vivo S50 12GB+256GB 告白 主摄级长焦Live 高通第三代骁龙8s 湿手秒开超声波指纹2.0 AI拍照手机,2999.00,,vivo京东自营旗舰店,100302941914,"['轻薄设计', 'AI拍照', '第三代骁龙8s', '超声波指纹']",告白,5万+
HUMEAI手机1TB超大内存9800mAh快充长续航骁龙888学生电竞老人AI智能拍照  全新 青色 16GB运行+1TB (1024GB)内存 官方标配,1998.00,1000+,HUMEAI旗舰店,10162377762456,"['热销榜第1名', '6400W拍照', '三防标准', '抗摔防水', 'AI拍照', 'OLED曲面', '超大内存', '1TB大内存', '快充续航']",青色,1000+
一加 13 16GB+512GB 蓝调时刻 oppo 国家补贴 高通骁龙®8至尊版 6000mAh 冰川电池 智能AI游戏5G手机 京东自营,4199.00,30万+,一加手机京东自营旗舰店,100123790095,"['100万+人浏览', '2K高刷护眼屏', '3万+人已买']",蓝调时刻,20万+
华为 nova 15 Pro 512GB 幻夜黑 麒麟9系前后红枫影像鸿蒙AI超动态臻彩护眼屏昆仑玻璃【京东快递】,3699.00,2000+,京东手机直营旗舰店,100310722700,"['轻薄设计', 'AI护眼', '高频调光', '大内存储']",幻夜黑,1000+
小米REDMI Note14 金刚品质 5110mAh大电量 大光圈超感相机 8GB+128GB子夜黑 红米5G手机 国家补贴,888.00,30万+,小米京东自营旗舰店,100143837568,"['超长续航', '快速充电', '轻薄设计', '强劲性能']",子夜黑,20万+
华为（HUAWEI）手机2026新机上市鸿蒙5G智选新品80Pro 手机华为 昆仑玻璃护眼屏 超窄边框防水防尘 补贴Mate80pro 星空黑【12GB+512GB】赠品13选2 官方标配【180天只,2642.00,300+,汇智手机专营店,10190193935932,"['超窄边框', '防水防尘', '昆仑玻璃', '十倍耐摔']",星空黑【12GB+512GB】赠品13选2,200+
5G旗舰 华为Mate80pro手机上市,2998.00,1000+,京臻智选手机专营店,10185577636286,,店长推荐-曜金黑【512G】,2000+
华为手机华为70X 2026热销尊享新机上市 麒麟8000芯片 北斗卫星 6100mAh巨鲸续航 华为补贴手机mate80 曜金黑【512GB】 24期免息【365天店铺延保+碎屏险+蓝牙耳机】,2899.00,,福购手机专营店,10211347373341,"['北斗卫星', '麒麟8000', '巨鲸续航']",曜金黑【512GB】,0
华为手机5G新品 畅享80 Pro【国家补贴】24期免息手机华为昆仑玻璃十倍耐摔OLED护眼屏 补贴mate80 24GB(12+12)+512GB 星空黑 24期白条免息【运费险+碎屏险+两年延保】,3204.70,3000+,福购手机专营店,10189949499014,"['华为新机上市', '昆仑抗摔玻璃', '华为巨鲸续航', 'IP64防护', '红外遥控', '快充续航', '高清屏幕', '十倍耐摔', 'OLED护眼']",24GB(12+12)+512GB 星空黑,2000+
华为手机5G新品80 Pro 24期免息手机华为2026新机上市昆仑玻璃十倍耐摔臻彩护眼屏 巨鲸续航补贴80 12+512GB 晨光白 官方标配【赠90碎屏险+3年保修+蓝牙耳机】,2216.00,100+,乾诚手机专营店,10211336121075,"['新品5G手机', '昆仑玻璃护眼屏', '鸿蒙生态']",12+512GB 晨光白,100+
华为（HUAWEI）2026新款华为畅享70X 活力版 华为巨鲸超能长续航鸿蒙安全双五星超耐摔华为鸿蒙手机 曜金黑-70S 8GB+128GB,969.00,,普华锦讯专营店,10211038264637,"['长续航', '6千+人浏览', '3千+手机达人浏览']",曜金黑-70S,35
华为手机 华为nova15 新机上市2026热销 24期免息】麒麟芯片 多焦段红枫影像北斗卫星消息 100W快充pro 幻夜黑【512GB】 官方标配【2年质保+90天碎屏险】,3399.00,,福购手机专营店,10211074255624,"['红枫影像', '北斗卫星消息', 'OLED直屏', '幻夜黑色', '100W快充', '北斗卫星', '麒麟芯片']",幻夜黑【512GB】,0
华为手机华为 新品 Nova14 鸿蒙活力系列 前后双5000万超清影像 鸿蒙安全 66W超级快充 补贴14pro 12+256GB 羽纱黑 官方标配【赠季度碎屏险+延保+蓝牙耳机】,2569.00,100+,乾诚手机专营店,10209725795176,"['66W超级快充', '红外遥控', '鸿蒙安全', '防水防尘']",12+256GB 羽纱黑,100+
17pro【分期免息】17 17Pro系列iphone17promax 17promax5G全网通手机 苹果17 青雾蓝色 256GB 全网通+配件礼包,5699.00,2000+,智选数码买手店,10198294153802,"['青雾蓝色', '配件礼包', '全网通用', '大容量存储']",苹果17 青雾蓝色,1000+
vivo iQOO 15 12GB+256GB凌云 第五代骁龙8至尊版 2K 三星珠峰屏 国家补贴 iqoo15游戏电竞手机,4199.00,,iQOO京东自营旗舰店,100283677974,,凌云,10万+
