标题,原价,销量,店名,id,卖点,颜色,评论,销量_数字
华为（HUAWEI）华为手机Mate70pro 24期免息可选 2025新机X60 pro十面抗摔防水 6600mAh 大电池一亿像素 AI影像 天海清【8GB+128GB】[荣耀x60pro] 蓝牙,1757.0,300+,理妙实手机专营店,10206834951372.0,"['OLED曲面', 'AI影像', '大电池一亿像素', '十面抗摔防水']",天海清【8GB+128GB】[荣耀x60pro],200+,300
华为5G智选手机华为80pro【国家补贴】2025新机上市 24期免息 6100mAh续航 十倍耐摔 补贴华为mate80 24GB(12+12)+512GB星海蓝 12期白条【赠1年延保+季度碎屏险,2652.0,300+,迪旺手机专营店,10211027867257.0,"['OLED 护眼屏', '昆仑玻璃十倍耐摔', '大电池长续航']",24GB(12+12)+512GB星海蓝,34,300
华为手机5G智选新品 80Plus 2026新机上市 6620mAh巨鲸续航 红外遥控 玄甲架构 华为补贴手机mate70pro 雅川青 24GB(12+12)+512GB 耳机套餐【365天只换不修,2099.0,300+,迪旺手机专营店,10208270930828.0,"['巨鲸续航', '玄甲架构强劲', '防水防尘设计', '红外遥控便捷', '大电池续航', '高内存流畅', '红外遥控', '玄甲架构']",雅川青 24GB(12+12)+512GB,200+,300
华为（HUAWEI）华为手机Mate70pro 24期免息可选 2025新机X60 pro十面抗摔防水 6600mAh 大电池一亿像素 AI影像 典雅黑【12GB+256GB】荣耀x60pro 24期,2662.0,300+,理妙实手机专营店,10206834951413.0,"['AI影像5G手机', '大电池一亿像素', '十面抗摔防水', '大内存储', '十面抗摔', 'AI影像', '防水设计', '6600mAh', '一亿像素', 'OLED曲面']",典雅黑【12GB+256GB】荣耀x60pro,200+,300
华为（HUAWEI）华为手机Mate70pro 24期免息可选 2025新机X60 pro十面抗摔防水 6600mAh 大电池一亿像素 AI影像 燃橙色【12GB+256GB】荣耀x60pro 蓝牙套,2262.0,300+,理妙实手机专营店,10206834951417.0,"['AI影像5G手机', '大电池一亿像素', '十面抗摔防水', 'AI影像', '十面抗摔', 'OLED曲面', '6600mAh', '防水设计', '一亿像素']",燃橙色【12GB+256GB】荣耀x60pro,200+,300
华为智选X70 十面抗摔防水 80W无线快充 华为智选手机 新品5G NFC OLED护眼屏 8300mAh电池 AI防抖拍照 8GB+128GB-朱砂红,1583.0,300+,雅领手机专营店,10178606050651.0,"['护眼屏', '3千+手机达人加购', '3千+人加购']",8GB+128GB-朱砂红,200+,300
华为（HUAWEI）手机华为Mate70Pro 24期免息可选X60 Pro 第五代骁龙8至尊版 2亿超夜神长焦 双3D解锁 5G AI手机 燃橙色 12GB+256GB【荣耀X60Pro】 12期免,2462.0,300+,越尔庆手机专营店,10201841689554.0,"['大底主摄', '燃橙色彩', 'OLED曲面', '高频PWM', '双3D解锁']",燃橙色 12GB+256GB【荣耀X60Pro】,200+,300
华为（HUAWEI）手机Mate70 pro 24期免息可选 400 2025新品上市 2亿超清写真人像 7200mAh大电池 学生 拍照5G手机 流沙粉【12GB+256GB】【荣耀400】 蓝牙套,2699.0,300+,越尔庆手机专营店,10205709579463.0,"['蓝牙套装版', '超清写真人像', '大电池续航', '5G高速网络']",流沙粉【12GB+256GB】【荣耀400】,200+,300
华为（HUAWEI）手机Mate70 pro 24期免息可选 400 2025新品上市 2亿超清写真人像 7200mAh大电池 学生 拍照5G手机 流沙粉【16GB+512GB】【荣耀400】 蓝牙套,3199.0,300+,越尔庆手机专营店,10205709579487.0,"['大电池续航', '5000万像素', '超清写真', 'OLED直屏', 'NFC功能', '轻薄设计', 'IP68防护']",流沙粉【16GB+512GB】【荣耀400】,200+,300
华为5G智选手机华为80pro【国家补贴】2025新机上市 24期免息 6100mAh续航 十倍耐摔 补贴华为mate80 24GB(12+12)+256GB晨光白 耳机套装版【赠1年延保+季度碎屏险,2180.0,300+,迪旺手机专营店,10211027867253.0,"['OLED 护眼屏', '昆仑玻璃十倍耐摔', '大电池长续航']",24GB(12+12)+256GB晨光白,34,300
华为2026年新款5G手机 华为畅享80 Plus 【国家补贴】0首付12/24免息 玄甲架构6620mAh40W快充 补贴 【珍珠白】24(12+12)GB+512GB 全新官方正品【赠碎屏险+运费,2288.0,300+,京浩手机专营店,10208816910595.0,"['耐摔防水', '红外遥控', '超大电池', '40W快充', '珍珠白色', 'LCD屏幕', '2026最新款', '512GB存储']",【珍珠白】24(12+12)GB+512GB,200+,300
VERTU【新品 咨询专属特惠】威图纬图官方奢品手机META全面屏AI智能体手机新机上市5g高端加密商务手机 浅金款-碳纤维 12GB+1TB,36800.0,300+,VERTU官方旗舰店,10128247690440.0,,浅金款-碳纤维,200+,300
华为（HUAWEI）华为手机Mate70pro 24期免息可选 2025新机X60 pro十面抗摔防水 6600mAh 大电池一亿像素 AI影像 玄武灰【12GB+512GB】荣耀x60pro 12期,2999.0,300+,理妙实手机专营店,10206834951415.0,"['AI影像5G手机', '大电池一亿像素', '十面抗摔防水']",玄武灰【12GB+512GB】荣耀x60pro,200+,300
华为手机2025新机上市 鸿蒙智选5G手机80 Pro 大电池长续航 昆仑玻璃护眼 防水防尘 抗跌耐摔补贴Ma te 星空黑 12GB+512GB 24期免息【180天只换不修+三年质保+碎屏险】,2298.0,300+,泓朗手机通讯专营店,10172234762050.0,,星空黑 12GB+512GB,200+,300
华为5G智选手机华为80pro【国家补贴】2025新机上市 24期免息 6100mAh续航 十倍耐摔 补贴华为mate80 24GB(12+12)+512GB星海蓝 24期白条【赠1年延保+季度碎屏险,2886.0,300+,迪旺手机专营店,10211027867258.0,"['OLED 护眼屏', '昆仑玻璃十倍耐摔', '大电池长续航', '大容量电池', '大气外观', '时尚设计', '红外遥控', '十倍耐摔', '超长续航']",24GB(12+12)+512GB星海蓝,34,300
华为5G智选手机华为80pro【国家补贴】2025新机上市 24期免息 6100mAh续航 十倍耐摔 补贴华为mate80 24GB(12+12)+512GB星海蓝 耳机套装版【赠1年延保+季度碎屏险,2416.0,300+,迪旺手机专营店,10211027867256.0,"['OLED 护眼屏', '昆仑玻璃十倍耐摔', '大电池长续航', 'FHD+显示', '5000万像素', 'OLED直屏', '高频PWM', '大气外观', '100W快充']",24GB(12+12)+512GB星海蓝,34,300
华为（HUAWEI）手机华为Mate70pro 自选北斗旗舰华为70x手机 6100mAh大电池 北斗通信 超级NFC 抗摔防尘防水 Mate 【曜金黑 512GB】 12期免息丨送三年保修+180天,3549.0,300+,美域手机专营店,10179268231950.0,"['大电池续航', '抗摔防尘', '防水设计', '北斗通信']",【曜金黑 512GB】,200+,300
华为（HUAWEI）华为手机mate70 Pro 24期【免息】可选 2025新机x70金标 8300mAh青海湖电池 十面抗摔 ip69防水NFC 月影白 12GB+512GB [荣耀X70] 蓝牙,2199.0,300+,理妙实手机专营店,10203559321820.0,"['ip69防水', '8300大电池', '十面抗摔NFC', '12GB内存', '简约设计', '5000万像素', 'FHD+显示', '三防标准', 'OLED直屏', 'IP69防护']",月影白 12GB+512GB [荣耀X70],200+,300
华为手机mate80pro 5G旗舰新品,1495.0,300+,华选手机店,10208425616032.0,"['地震预警', '1万+手机达人浏览', '只换不修']",【推荐】曜石黑12G(6+6)+128GB,200+,300
华为（HUAWEI）手机2026新机上市鸿蒙5G智选新品80Pro 手机华为 昆仑玻璃护眼屏 超窄边框防水防尘 补贴Mate80pro 星空黑【12GB+512GB】赠品13选2 官方标配【180天只,2642.0,300+,汇智手机专营店,10190193935932.0,"['超窄边框', '防水防尘', '昆仑玻璃', '十倍耐摔']",星空黑【12GB+512GB】赠品13选2,200+,300
华为mate80pro手机 5G旗舰新品手机,2685.0,200+,华选手机店,10209202438477.0,"['红外遥控', '超级快充', '4千+手机达人加购']",幻夜黑12GB+512GB,100+,200
华为手机华为 2025新机上市 70X 官方正品6100mAh巨鲸长续航地震预警北斗卫星通信超级NFC 补贴mate 曜金黑【512GB】 官方标配【赠季度碎屏险+延保+蓝牙耳机】,2569.0,200+,乾诚手机专营店,10210359726920.0,"['巨鲸续航', 'FHD+屏', '地震预警', '北斗通信']",曜金黑【512GB】,200+,200
华为（HUAWEI）手机华为Mate70pro 24期免息可选 2026新机 X70金标十面抗摔 8300mAh青海湖电池 IP69防水 护眼屏 幻夜黑 12GB+512GB 蓝牙套装版【180天只换,2694.0,200+,麒源手机专营店,10210832498272.0,"['十面抗摔', '8300mAh', '三防标准', '5000万像素', '抗摔认证', 'OLED直屏', 'IP69防水', '红外遥控']",幻夜黑 12GB+512GB,200+,200
华为（HUAWEI）nova 15 手机【国家补贴15%+晒单送华为蓝牙耳机】 幻夜黑 512GB,2999.0,200+,京华手机旗舰店,10208075893704.0,"['100W快充', '轻薄设计', '麒麟8020芯片', '5000万像素']",幻夜黑,100+,200
华为（HUAWEI）手机华为Mate70Pro 24期免息可选 2025新机X70金标十面抗摔 8300mAh青海湖电池 IP69防水 护眼 朱砂红 12GB+256GB【荣耀X70】 24期免息【1,2399.0,200+,源士森手机小店,10211543007936.0,,朱砂红 12GB+256GB【荣耀X70】,200+,200
华为智选新品5G手机 70plus 鸿蒙生态24期免息 智能红外线 40W巨鲸续航 抗摔防水耐用 选mate补贴80 雪域白【12+256GB】 24期|免息【赠季度碎屏险+延保+蓝牙耳机】,2399.0,200+,乾诚手机专营店,10210918743836.0,"['新品5G手机', '智能红外遥控', '鸿蒙生态', '256GB存储', '简约风格', '大气外观', '巨鲸续航', '抗摔防水', 'LCD屏幕']",雪域白【12+256GB】,100+,200
华为手机华为 2025新机上市 70X 官方正品6100mAh巨鲸长续航地震预警北斗卫星通信超级NFC 补贴mate 湖光青【512GB】 官方标配【赠季度碎屏险+延保+蓝牙耳机】,2569.0,200+,乾诚手机专营店,10210359726926.0,"['OLED曲面', '北斗通信', '巨鲸续航', '防水防尘']",湖光青【512GB】,200+,200
华为（HUAWEI）手机华为Mate70Pro 新机2026上市 24期免息可选 X60 Pro十面抗摔防水 6600mAh 青海湖大电池护眼屏 燃橙色 8GB+256GB 官方标配【180天只换不修,2419.0,200+,麒源手机专营店,10210837435523.0,"['护眼屏', '十面抗摔', '大电池续航', '轻薄机身', '防水耐磨', '护眼屏幕']",燃橙色 8GB+256GB,200+,200
华为手机华为Mate70pro 自选鸿蒙新品手机70X 活力 2025上市 一键北斗 大电池长续航 五星抗摔 补贴 【曜金黑 512GB】 24期免息【180天只换不修+三年质保+碎屏险】,2768.0,200+,泓朗手机通讯专营店,10195578631455.0,"['五星抗摔', '防水防尘', 'OLED显示', '巨鲸续航', '曲面屏幕', '纯血鸿蒙']",【曜金黑 512GB】,200+,200
华为（HUAWEI）手机华为Pura80pro 24期免息可选 2026新机Power 8000mAh电池 power2 自研C1+通讯芯片 十面抗摔 雪原白 12GB+512GB【荣耀power2】,4099.0,200+,麒源手机专营店,10210836207398.0,"['8000mAh', '青海湖电池', '十面抗摔', '12GB内存', '大电池续航', '高频PWM', '曲面屏设计', '抗摔防护强', 'NFC功能']",雪原白 12GB+512GB【荣耀power2】,200+,200
华为（HUAWEI）华为手机mate70 Pro 24期【免息】可选 2025新机x70金标 8300mAh青海湖电池 十面抗摔 ip69防水NFC 幻夜黑 12GB+512GB [送蓝牙耳机] 24,3099.0,200+,理妙实手机专营店,10206658856854.0,"['pi69防水', '十面抗摔NFC', '青海湖电池']",幻夜黑 12GB+512GB [送蓝牙耳机],200+,200
华为（HUAWEI）手机华为 Mate70Pro 24期免息可选 2026新机X60 GT骁龙旗舰芯片 6300mAh青海湖电池 绿洲护眼屏 AI 幻夜黑 16GB+512GB 官方标配【180天只换,2944.0,200+,麒源手机专营店,10210908243102.0,"['OLED直屏', '绿洲护眼屏', '旗舰芯片', 'AI拍摄']",幻夜黑 16GB+512GB,200+,200
华为手机华为 新品70X 活力新机2025上市一键北斗 大电池长续航 纯血鸿蒙 五星抗跌耐摔 补贴 Mate80 雪域白【512GB】 官方标配【赠季度碎屏险+延保+蓝牙耳机】,2334.0,200+,乾诚手机专营店,10211346562625.0,"['五星抗跌耐摔', '巨鲸长续航', '新品鸿蒙旗舰']",雪域白【512GB】,100+,200
华为（HUAWEI）华为手机华为Mate70pro 自选北斗通信5G手机70X 分期免息长续航双曲屏五星抗摔 鸿蒙地震预警 补贴 【雪域白 256GB】晒单礼品13选2 蓝牙耳机套餐【180天只换不修,2373.0,200+,泽盛手机专营店,10203309668492.0,"['北斗卫星消息', '双曲屏五星抗摔', '华为鸿蒙系统', '双曲屏设计', '北斗通信', 'IP64防护', '五星抗摔', '地震预警', '蓝牙耳机']",【雪域白 256GB】晒单礼品13选2,200+,200
华为手机华为 新品70X 活力新机2025上市一键北斗 大电池长续航 纯血鸿蒙 五星抗跌耐摔 补贴 Mate80 曜金黑【256GB】热销爆款 官方标配【赠季度碎屏险+延保+蓝牙耳机】,1745.0,200+,乾诚手机专营店,10211346562613.0,"['巨鲸长续航', '五星抗跌耐摔', '新品鸿蒙旗舰']",曜金黑【256GB】热销爆款,100+,200
华为（HUAWEI）Mate80pro版本选购24期【免息】70X 分期免息 长续航 双曲屏五星抗摔鸿蒙预警北斗通信5G手机 补贴 【曜金黑 512GB】 12期免息丨送三年保修+180天只换不修+碎,3549.0,200+,美域手机专营店,10210913752227.0,,【曜金黑 512GB】,200+,200
华为智选新品5G手机 70plus 鸿蒙生态24期免息 智能红外线 40W巨鲸续航 抗摔防水耐用 选mate补贴80 冰晶蓝【12+256GB】 24期|免息【赠季度碎屏险+延保+蓝牙耳机】,2399.0,200+,乾诚手机专营店,10210918743839.0,"['新品5G手机', '智能红外遥控', '鸿蒙生态', '简约风格', '冰晶蓝色', '大气外观', '巨鲸续航', '抗摔防水']",冰晶蓝【12+256GB】,100+,200
华为（HUAWEI）手机华为Pura80pro 24期免息可选 2026新机Power 8000mAh电池 power2 自研C1+通讯芯片 十面抗摔 沙漠金 12GB+256GB 官方标配【180天,3168.0,200+,麒源手机专营店,10210836207368.0,"['8000mAh', '十面抗摔', '青海湖电池', '大电池续航', '骁龙7处理器', '沙漠金外观', '高频PWM', '抗摔十面体']",沙漠金 12GB+256GB,200+,200
华为手机华为 新品 Nova14 鸿蒙活力系列 前后双5000万超清影像 鸿蒙安全 66W超级快充  补贴14pro 12+256GB 羽纱黑 官方标配【赠季度碎屏险+延保+蓝牙耳机】,2432.0,200+,京晟鑫手机专营店,10209011595489.0,"['100W快充', '光学防抖', '新品鸿蒙旗舰', '超清影像']",12+256GB 羽纱黑,100+,200
华为（HUAWEI）手机华为Mate70pro 24期免息可选 2026新机 X70金标十面抗摔 8300mAh青海湖电池 IP69防水 护眼屏 朱砂红 12GB+512GB 蓝牙套装版【180天只换,2694.0,200+,麒源手机专营店,10210832498275.0,"['IP69防水', '朱砂红色', '8300mAh', '护眼屏幕']",朱砂红 12GB+512GB,200+,200
华为Mate80pro版本选购24期【免息】70X 活力 2026新机上市手机华为一键北斗大电池长续航五星抗摔补贴 【曜金黑 512GB】 24期免息【180天只换不修+三年质保+碎屏险】,2868.0,200+,越尔庆手机专营店,10205593844865.0,"['内存充足', '曲面屏幕', '防水防尘', '五星抗摔', '北斗导航', '大电池续航']",【曜金黑 512GB】,200+,200
华为智选新品5G手机 70plus 鸿蒙生态24期免息 智能红外线 40W巨鲸续航 抗摔防水耐用 选mate补贴80 雪域白【8+256GB】 官方标配【赠季度碎屏险+延保+蓝牙耳机】,1816.0,200+,乾诚手机专营店,10210918743825.0,"['新品5G手机', '鸿蒙生态', '智能红外遥控', '大内存储', '大气外观', '时尚摄像', '抗摔防水', '红外线遥控', '巨鲸续航', '快速充电']",雪域白【8+256GB】,100+,200
华为（HUAWEI）手机2026新品上市 24期可选wikox70 大屏AI 10倍耐摔北斗通信6100mAh大电池 5G手机 补贴Mate70pro 【12GB+256GB】曜金黑【晒单礼品13选2】 12期免息【180天只换不修+碎屏险】,2819.0,200+,泽盛手机专营店,10209752805166.0,,【12GB+256GB】曜金黑【晒单礼品13选2】,200+,200
华为手机华为 2025新机上市 70X 官方正品6100mAh巨鲸长续航地震预警北斗卫星通信超级NFC 补贴mate 雪域白【512GB】 官方标配【赠季度碎屏险+延保+蓝牙耳机】,2569.0,200+,乾诚手机专营店,10210359726923.0,"['巨鲸续航', '快充体验', '高像素摄', '曲面屏幕']",雪域白【512GB】,200+,200
华为（HUAWEI）手机华为Pura80pro 24期免息可选 2026新机Power 8000mAh电池 power2 自研C1+通讯芯片 十面抗摔 沙漠金 12GB+512GB 官方标配【180天,3548.0,200+,麒源手机专营店,10210836207377.0,"['十面抗摔', '青海湖电池', '8000mAh', '大电池续航', '智能芯片', 'NFC功能', '精准通讯', '抗摔设计']",沙漠金 12GB+512GB,200+,200
华为（HUAWEI）手机华为Pura80pro 24期免息可选 2026新机Power 8000mAh电池 power2 自研C1+通讯芯片 十面抗摔 沙漠金 8GB+256GB 官方标配【180天只,2999.0,200+,麒源手机专营店,10210836207359.0,"['8000mAh', '青海湖电池', '十面抗摔', '大电池续航', '曲面屏幕', '高频调光', 'NFC功能全', '自研通讯芯', '抗摔十面体']",沙漠金 8GB+256GB,200+,200
华为（HUAWEI）华为pura80 pro 24期免息可选 2025新机Power 8000mAh电池 自研C1+通讯芯片十面抗摔 防水防尘 雪原白 8GB+256GB 【荣耀power】 蓝牙套装,2489.0,200+,理妙实手机专营店,10206920748085.0,"['8000Ah电池', '大底主摄', 'FHD+屏幕', '自研C1通讯芯片']",雪原白 8GB+256GB 【荣耀power】,200+,200
华为（HUAWEI）手机华为Pura80pro 24期免息可选 2026新机Power 8000mAh电池 power2 自研C1+通讯芯片 十面抗摔 旭日橙 12GB+512GB【荣耀power2】,4099.0,200+,麒源手机专营店,10210836207392.0,"['十面抗摔', '青海湖电池', '8000mAh', '大电池续航', 'SGS认证', '12GB内存', 'NFC功能', '曲面屏幕', '抗摔设计']",旭日橙 12GB+512GB【荣耀power2】,200+,200
华为Mate80pro版本选购24期【免息】70X 活力 2026新机上市手机华为一键北斗大电池长续航五星抗摔补贴 【曜金黑 512GB】 蓝牙套装版【180天只换不修+三年质保+碎屏险】,2468.0,200+,越尔庆手机专营店,10205593844863.0,"['大电池续航', '防水防尘', '一键北斗', '五星抗摔']",【曜金黑 512GB】,200+,200
华为（HUAWEI）手机华为 Mate70Pro 24期免息可选 2026新机X60 GT骁龙旗舰芯片 6300mAh青海湖电池 绿洲护眼屏 AI 钛影银 16GB+512GB 官方标配【180天只换,2944.0,200+,麒源手机专营店,10210908243105.0,"['防水防尘', '6300mAh', '绿洲护眼屏', '骁龙8+芯', '5000万像素', 'IP65防护', 'OLED直屏', '6300mAh电']",钛影银 16GB+512GB,200+,200
华为（HUAWEI）手机华为 Mate70Pro 24期免息可选 2026新机X60 GT骁龙旗舰芯片 6300mAh青海湖电池 绿洲护眼屏 AI 钛影蓝 16GB+512GB 官方标配【180天只换,2944.0,200+,麒源手机专营店,10210908243108.0,"['6300mAh', '防水防尘', '绿洲护眼屏', '16GB大内存', '轻薄机身', '骁龙旗舰芯', 'OLED直屏', '6300mAh电池']",钛影蓝 16GB+512GB,200+,200
华为智选新品5G手机 70plus 鸿蒙生态24期免息 智能红外线 40W巨鲸续航 抗摔防水耐用 选mate补贴80 冰晶蓝【12+256GB】 12期|免息【赠季度碎屏险+延保+蓝牙耳机】,2199.0,200+,乾诚手机专营店,10210918743838.0,"['新品5G手机', '鸿蒙生态', '智能红外遥控', '简约风格', '40W快充', '冰晶蓝色', 'LCD屏幕', '大气外观', '抗摔防水', '巨鲸续航']",冰晶蓝【12+256GB】,100+,200
华为智选新品5G手机 70plus 鸿蒙生态24期免息 智能红外线 40W巨鲸续航 抗摔防水耐用 选mate补贴80 雪域白【12+256GB】 官方标配【赠季度碎屏险+延保+蓝牙耳机】,1863.0,200+,乾诚手机专营店,10210918743834.0,"['智能红外遥控', '鸿蒙生态', '新品5G手机', '大气外观']",雪域白【12+256GB】,100+,200
华为（HUAWEI）手机华为Mate70Pro 新机2026上市 24期免息可选 X60 Pro十面抗摔防水 6600mAh 青海湖大电池护眼屏 典雅黑 12GB+256GB 官方标配【180天只换不,2722.0,200+,麒源手机专营店,10210837435532.0,"['十面抗摔', '护眼屏', '大电池续航', '轻薄机身', '防水耐磨', '护眼屏幕']",典雅黑 12GB+256GB,200+,200
华为Mate80pro版本选购24期【免息】70X 活力 2026新机上市手机华为一键北斗大电池长续航五星抗摔补贴 【曜金黑 512GB】 12期免息【180天只换不修+三年质保+碎屏险】,2568.0,200+,和质点手机专营店,10210913742941.0,"['五星抗摔', '一键北斗', '大电池续航', '防水防尘']",【曜金黑 512GB】,200+,200
华为（HUAWEI）手机华为Pura80pro 24期免息可选 2026新机Power 8000mAh电池 power2 自研C1+通讯芯片 十面抗摔 旭日橙 12GB+256GB【荣耀power2】,3799.0,200+,麒源手机专营店,10210836207383.0,"['高频PWM', '自研通讯芯', '8000mAh', '十面抗摔']",旭日橙 12GB+256GB【荣耀power2】,200+,200
华为 HUAWEI Mate 70 Air 6.6mm薄长续航7英寸华为临境大屏红枫原色摄影鸿蒙手机 羽衣白 12GB+512GB 官方标配,4699.0,200+,华为手机专卖店,10197057690376.0,"['红枫原色影像', '2万+手机达人加购', '长续航']",羽衣白,200+,200
华为（HUAWEI）手机华为Pura80pro 24期免息可选 2026新机Power 8000mAh电池 power2 自研C1+通讯芯片 十面抗摔 幻夜黑 12GB+512GB 官方标配【180天,3548.0,200+,麒源手机专营店,10210836207374.0,"['十面抗摔', '青海湖电池', 'PWM调光', 'AI加持']",幻夜黑 12GB+512GB,200+,200
华为智选新品5G手机 70plus 鸿蒙生态24期免息 智能红外线 40W巨鲸续航 抗摔防水耐用 选mate补贴80 雪域白【12+256GB】 12期|免息【赠季度碎屏险+延保+蓝牙耳机】,2199.0,200+,乾诚手机专营店,10210918743835.0,"['智能红外遥控', '新品5G手机', '鸿蒙生态', '大容量存储']",雪域白【12+256GB】,100+,200
vivo手机5G新品 Y500pro 全新2亿HP5旗舰级主摄 持久流畅7000mAh蓝海电池 IP68+IP69防水选X300补贴pro 12+512GB 祥云金 官方标配【赠季度碎屏险+延保+蓝牙,2922.0,200+,乾诚手机专营店,10210850157005.0,"['2亿像素', '简约风格', '红外遥控', '7000mAh电池']",12+512GB 祥云金,100+,200
华为Mate80pro版本选购24期【免息】70X 活力 2026新机上市手机华为一键北斗大电池长续航五星抗摔补贴 【冰晶蓝 512G】 豪礼套餐版【送3年保修+180天只换不修+碎屏保】,2999.0,200+,美域手机专营店,10210913186688.0,,【冰晶蓝 512G】,200+,200
华为Mate80pro版本选购24期【免息】70X 活力 2026新机上市手机华为一键北斗大电池长续航五星抗摔补贴 【雪域白 512GB】 24期免息【180天只换不修+三年质保+碎屏险】,2868.0,200+,越尔庆手机专营店,10205593844868.0,"['鸿蒙系统', 'FHD+显示', '防水防尘', '大电池续航']",【雪域白 512GB】,200+,200
华为5G新品 Hi畅享80 Pro 24期【免息】华为2025新机上市 昆仑玻璃十倍耐摔 OLED护眼屏 补贴80 星空黑【12+512GB】 蓝牙耳机套装|送3年保修+180天只换不修+碎屏险,2849.0,200+,云铸手机专营店,10195036476565.0,"['轻薄设计', 'OLED护眼', '大内存储', '高频PWM']",星空黑【12+512GB】,200+,200
华为（HUAWEI）手机华为mate80 pro可选 2026新品上市华为畅享70X 尊享版 6100mAh巨鲸续航 麒麟8000鸿蒙智能手机 流沙金【512GB】 官方标配【季度碎屏险+2年质保】,2399.0,200+,福购手机专营店,10205974609288.0,"['大电池巨鲸续航', '麒麟8000芯片', '超级NFC', 'IP64防护', '曲面屏幕', 'NFC功能', '星海蓝色', '大气外观', '巨鲸续航', '麒麟芯片']",流沙金【512GB】,100+,200
华为（HUAWEI）手机华为Mate70Pro 新机2026上市 24期免息可选 X60 Pro十面抗摔防水 6600mAh 青海湖大电池护眼屏 燃橙色 12GB+256GB 官方标配【180天只换不,2722.0,200+,麒源手机专营店,10210837435535.0,"['十面抗摔', '护眼屏', '防水耐磨', '曲面护眼屏', '大电池续航', '高频调光', '轻薄三防', '燃橙色彩']",燃橙色 12GB+256GB,200+,200
华为（HUAWEI）手机华为Mate70Pro 新机2026上市 24期免息可选 X70i 一亿像素 AI拍照键 大屏AI 高亮OLED护眼屏幕 绒黑色 12GB+512GB 24期免息【180天只换,3199.0,200+,麒源手机专营店,10210901254264.0,"['大屏AI', '超轻薄长续航', '一亿像素拍照']",绒黑色 12GB+512GB,200+,200
华为（HUAWEI） 2026新品 智选畅享80Plus 5G手机【玄甲架构超级抗摔】 6620mAh巨鲸电池 40W快充 红外遥控 补贴 12GB+512GB 幻夜黑 24期免息【赠180天只换不修,2999.0,200+,优品手机通讯专营店,10209218399839.0,"['超1万人店内购买', '店铺被1万人种草']",12GB+512GB 幻夜黑,100+,200
华为手机华为 2025新机上市 70X 官方正品6100mAh巨鲸长续航地震预警北斗卫星通信超级NFC 补贴mate 雪域白【256GB】 官方标配【赠季度碎屏险+延保+蓝牙耳机】,2334.0,200+,乾诚手机专营店,10210359726914.0,"['北斗通信', '时尚简约', '巨鲸续航', '大内存储']",雪域白【256GB】,200+,200
华为（HUAWEI）华为pura80 pro 24期免息可选 2025新机Power 8000mAh电池 自研C1+通讯芯片十面抗摔 防水防尘 幻夜黑 12GB+512GB 【荣耀power】 蓝牙套,3038.0,200+,理妙实手机专营店,10206920748106.0,"['十面抗摔防水防尘', '自研C1通讯芯片', '8000Ah电池', 'FHD+显示', '全焦段影像', '大电池续航', '十面抗摔', '防水防尘设计', 'NFC功能', 'LTPO屏幕']",幻夜黑 12GB+512GB 【荣耀power】,200+,200
华为智选新品5G手机 70plus 鸿蒙生态24期免息 智能红外线 40W巨鲸续航 抗摔防水耐用 选mate补贴80 曜金黑【12+256GB】 官方标配【赠季度碎屏险+延保+蓝牙耳机】,1863.0,200+,乾诚手机专营店,10210918743831.0,"['大气外观', '鸿蒙生态', '巨鲸续航', '大容量存储']",曜金黑【12+256GB】,100+,200
华为（HUAWEI）华为手机Mate70pro 24期免息可选 2025新机X60 GT骁龙旗舰芯片 6300mAh青海湖电池 绿洲护眼屏 AI 钛影银 16GB+512GB【荣耀x60GT] 蓝牙套,2439.0,200+,理妙实手机专营店,10203755100946.0,"['骁龙旗舰芯片', '青海湖电池', '绿洲护眼屏', '大容量电池', '旗舰芯片', '高频PWM', '轻薄设计', '护眼屏幕']",钛影银 16GB+512GB【荣耀x60GT],200+,200
华为（HUAWEI）手机2025新品上市 24期可选wikox70 大屏AI 10倍耐摔北斗通信6100mAh大电池 5G手机 补贴mate80pro 印象青【12GB+512GB】 24期免息【180天只换不修+三年质保+碎屏险】,2720.0,200+,美域手机专营店,10210098021444.0,,印象青【12GB+512GB】,200+,200
华为智选新品5G手机 70plus 鸿蒙生态24期免息 智能红外线 40W巨鲸续航 抗摔防水耐用 选mate补贴80 冰晶蓝【8+256GB】 12期|免息【赠季度碎屏险+延保+蓝牙耳机】,2159.0,200+,乾诚手机专营店,10210918743829.0,"['新品5G手机', '智能红外遥控', '鸿蒙生态']",冰晶蓝【8+256GB】,100+,200
华为（HUAWEI）2026新机上市 鸿蒙智选5G手机80Plus 双五星耐摔防水巨鲸续航红外遥控鸿蒙生态手机 补贴mate80pro 幻夜黑 12GB+256GB 12期免息【180天只换不修+三年质保+碎屏险】,1799.0,200+,越尔庆手机专营店,10211530187680.0,,幻夜黑 12GB+256GB,200+,200
华为（HUAWEI）手机华为Mate70Pro 新机2026上市 24期免息可选 X60 Pro十面抗摔防水 6600mAh 青海湖大电池护眼屏 燃橙色 12GB+256GB 12期免息【180天只换,2922.0,200+,麒源手机专营店,10210837435536.0,"['护眼屏', '十面抗摔', '防水耐磨']",燃橙色 12GB+256GB,200+,200
